Title,Year,Season,AverageSales,Rerelease,Total,Gross,Studio,Source
Viper's Creed,2009,Winter,0,0,0,0.0,AIC Spirits,original
ViVid Strike!,2016,Fall,4900,0,4900,151.0,Seven Arcs,original
Vividred Operation,2013,Winter,6697,0,6697,276.4,A1 Pictures,original
W Wish,2004,Fall,782,0,782,23.8,Trinet Entertainment,visual novel
W'z,2019,Winter,156,0,156,0.6,GoHands,original
Wagamama High Spec,2016,Spring,0,0,0,0.0,AXsiZ,visual novel
Wagaya no Oinari-sama,2008,Spring,2133,0,2133,189.4,Zexcs,novel
Wakaba Girl,2015,Summer,1668,174,1842,26.4,Nexus,manga
Wakakozake,2015,Summer,1105,0,1105,5.3,Office DCI,manga
Wake Up Girl Zoo!,2014,Fall,873,0,873,6.1,Ordet,original
Wake Up Girls!,2014,Winter,2640,273,2913,110.9,Ordet,original
Wake Up Girls! Shin Shou,2017,Fall,1261,0,1261,53.4,Millepensee,original
Walkure Romanze,2013,Fall,2029,363,2392,104.7,8bit,visual novel
Warau Salesman New,2017,Spring,97,0,97,2.4,Shin-Ei Animation,manga
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui,2013,Summer,1325,0,1325,48.9,Silver Link,manga
Watashi ga Motete Dousunda,2016,Fall,603,0,603,4.3,Brains Base,manga
Watashi ni Tenshi ga Maiorita!,2019,Winter,3830,0,3830,147.2,Douga Koubou,manga
Wellber no Monogatari,2007,Spring,0,0,0,0.0,Production IG,original
Wellber no Monogatari S2,2008,Winter,0,0,0,0.0,Production IG,original
White Album,2009,Winter,1470,0,1470,24.5,Seven Arcs,visual novel
White Album 2,2013,Fall,3363,0,3363,131.4,Satelight,visual novel
White Album (S2),2009,Fall,1014,0,1014,27.9,Seven Arcs,visual novel
Wind -a breath of heart-,2004,Summer,863,0,863,22.1,Radix,visual novel
Witch Craft Works,2014,Winter,4377,0,4377,183.8,JC Staff,manga
Witch Hunter Robin,2002,Summer,2434,531,2965,158.2,Sunrise,original
Witchblade,2006,Spring,2688,935,3623,159.3,Gonzo,comic book
Wizard Barristers,2014,Winter,492,0,492,20.7,Arms,original
Wolf's Rain,2003,Winter,2762,655,3417,160.5,Bones,original
Working!!,2010,Spring,17695,9220,26915,646.0,A1 Pictures,manga
Working!!!,2015,Summer,4713,0,4713,205.1,A1 Pictures,manga
Working'!!,2011,Fall,12872,2261,15133,543.2,A1 Pictures,manga
World Destruction: Sekai Bokumetsu no Rokunin,2008,Summer,460,0,460,11.2,Production IG,game
World Trigger,2014,Fall,1351,0,1351,181.4,Toei Animation,manga
Wotaku ni Koi wa Muzukashii,2018,Spring,2794,0,2794,60.6,A1 Pictures,manga
WWW.Working!!,2016,Fall,2707,0,2707,127.3,A1 Pictures,manga
Xenosaga the Animation,2003,Spring,1285,0,1285,44.7,Toei Animation,game
xxxHOLiC,2006,Spring,5947,338,6285,296.6,Production IG,manga
xxxHOLiC Kei,2008,Spring,4483,0,4483,175.8,Production IG,manga
Yagate Kimi ni Naru,2018,Fall,3768,0,3768,132.2,Troyca,manga
Yahari Ore no Seishun Love Come wa Machigatteiru.,2013,Spring,10159,8682,18841,429.6,Brains Base,novel
Yahari Ore no Seishun Love Come wa Machigatteiru. Zoku,2015,Spring,11082,2436,13518,486.4,Feel,novel
Yakushiji Ryouko no Kaiki Jikenbo,2008,Summer,2182,0,2182,60.0,Douga Koubou,novel
Yakusoku no Neverland,2019,Winter,1287,0,1287,28.8,Cloverworks,manga
Yama no Susume,2013,Winter,4514,4940,9454,31.6,8bit,manga
Yama no Susume Second Season,2014,Summer,3359,612,3971,146.8,8bit,manga
Yama no Susume Third Season,2018,Summer,1899,0,1899,38.7,8bit,manga
Yamada-kun to 7-nin no Majo,2015,Spring,832,0,832,31.6,Liden Films,manga
Yamato Nadeshiko Shichihenge,2006,Fall,0,0,0,0.0,Nippon Animation,manga
Yami to Boushi to Hon no Tabibito,2003,Fall,3567,545,4112,105.6,Studio Deen,visual novel
Yoake Mae Yori Ruri-iro na – Crescent Love,2006,Fall,3999,0,3999,187.2,Daume,visual novel
Yojouhan Shinwa Taikei,2010,Spring,6006,2967,8973,136.5,Madhouse,novel
Yoku Wakaru Gendai Mahou,2009,Summer,1285,0,1285,17.9,Nomad,novel
Yomigaeru Sora: Rescue Wings,2006,Winter,1337,412,1748,40.1,JC Staff,original
Yondemasu yo Azazel-san.,2011,Spring,9534,703,10237,143.0,Production IG,manga
Yondemasu yo Azazel-san. Z,2013,Spring,4286,703,4989,64.3,Production IG,manga
Yoru no Yatterman,2015,Winter,1015,0,1015,25.4,Tatsunoko Production,original
Yosuga no Sora,2010,Fall,7664,1452,9116,260.9,Feel,visual novel
Youjo Senki,2017,Winter,7083,0,7083,271.3,Studio Nut,novel
Youkai Apartment no Yuuga na Nichijou,2017,Summer,334,0,334,9.7,Shin-Ei Animation,novel
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,2017,Summer,1275,0,1275,41.1,Lerche,novel
Young Black Jack,2015,Fall,753,0,753,17.1,Tezuka Productions,manga
Yowamushi Pedal,2013,Fall,6376,0,6376,524.1,TMS Entertainment,manga
Yowamushi Pedal Glory Line,2018,Winter,1871,0,1871,92.2,TMS Entertainment,manga
Yowamushi Pedal Grande Road,2014,Fall,8860,0,8860,412.3,TMS Entertainment,manga
Yowamushi Pedal New Generation,2017,Winter,1909,0,1909,108.4,TMS Entertainment,manga
Yozakura Quartet,2008,Fall,974,0,974,30.4,Nomad,manga
Yozakura Quartet -Hana no Uta-,2013,Fall,2344,0,2344,92.3,Tatsunoko Production,manga
Yume Oukoku to Nemureru 100-nin no Ouji-sama,2018,Summer,1020,0,1020,30.6,Project No.9,game
Yume Tsukai,2006,Spring,523,0,523,6.0,Madhouse,manga
Yumekui Merry,2011,Winter,2559,0,2559,91.8,JC Staff,manga
Yumeria,2004,Winter,1229,0,1229,36.8,Studio Deen,game
Yuragi-sou no Yuuna-san,2018,Summer,2861,0,2861,115.9,Xebec,manga
Yurikuma Arashi,2015,Winter,1032,311,1343,36.5,Silver Link,original
Yuru Yuri,2011,Summer,8391,2616,11007,335.5,Douga Koubou,manga
Yuru Yuri San Hai!,2015,Fall,4365,1317,5682,161.7,TYO Animations,manga
Yuru Yuri♪♪,2012,Summer,7416,2296,9712,296.2,Douga Koubou,manga
Yurucamp,2018,Winter,14110,0,14110,580.4,C-Station,manga
Yutori-chan,2010,Winter,527,0,527,2.0,Actas,original
Yuugo: Koushounin,2004,Winter,0,0,0,0.0,Artland,manga
Yuuki Yuuna wa Yuusha de Aru,2014,Fall,9858,1826,11684,417.4,Studio Gokumi,original
Yuuki Yuuna wa Yuusha de Aru Season 2,2017,Fall,7563,0,7563,317.6,Studio Gokumi,original
Yuuri!!! on Ice,2016,Fall,69520,0,69520,2796.2,MAPPA,original
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,2013,Fall,2040,0,2040,90.9,Asread,novel
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,2005,Spring,1518,3847,5365,109.2,Sunrise,original
Yuyushiki,2013,Spring,3334,4470,7804,120.0,Kinema Citrus,manga
Z/X Ignition,2014,Winter,868,0,868,29.7,Telecom Animation Film,card game
Zan Sayonara Zetsubou-sensei,2009,Summer,4592,2584,7176,129.1,Shaft,manga
Zankyou no Terror,2014,Summer,1411,0,1411,46.1,MAPPA,original
Zegapain,2006,Spring,2085,4338,6423,109.9,Sunrise,original
Zero kara Hajimeru Mahou no Sho,2017,Spring,355,0,355,12.8,White Fox,novel
Zero no Tsukaima,2006,Summer,6679,3099,9778,206.7,JC Staff,novel
Zero no Tsukaima F,2012,Winter,2278,1000,3278,85.0,JC Staff,novel
Zero no Tsukaima: Futatsuki no Kishi,2007,Summer,5548,2698,8246,166.5,JC Staff,novel
Zero no Tsukaima: Princess no Rondo,2008,Summer,5127,2752,7879,172.3,JC Staff,novel
Zetman,2012,Spring,714,0,714,19.8,TMS Entertainment,manga
Zetsuen no Tempest,2012,Fall,1135,0,1135,87.3,Bones,manga
Zettai Bouei Leviathan,2013,Spring,168,0,168,5.7,Gonzo,game
Zettai Karen Children,2008,Spring,2672,299,2971,208.8,Synergy SP,manga
Zettai Shounen,2005,Spring,644,0,644,11.6,Asia-Do,original
Zipang,2004,Fall,1639,0,1639,100.3,Studio Deen,manga
Zoku Natsume Yuujin-chou,2009,Winter,10387,12473,22860,312.3,Brains Base,manga
Zoku Sayonara Zetsubou-sensei,2008,Winter,5944,2606,8550,167.7,Shaft,manga
Zoku Touken Ranbu: Hanamaru,2018,Winter,8804,0,8804,326.1,Douga Koubou,game
Zombie-Loan,2007,Summer,543,0,543,17.9,Xebec,manga
Zombieland Saga,2018,Fall,20917,0,20917,878.5,MAPPA,original
A Channel+ smile,2011,Spring,5708,0,0,44.5,Studio Gokumi,manga
Accel World EX,2016,Fall,586,0,0,2.2,Sunrise,novel
AIR in Summer,2005,Winter,20248,0,0,115.3,Kyoto Animation,visual novel
Akane-iro ni Somaru Saka OVA,2009,Summer,4940,0,0,33.6,TNK,visual novel
Ano Natsu de Matteru OVA,2012,Winter,3417,0,0,16.1,JC Staff,original
Arcana Famiglia Special Disc,2010,Summer,1205,0,0,10.8,AIC,novel
Aria the Avvenire,2017,Summer,6248,0,0,48.7,Sunrise,original
Aria the OVA Arietta,2007,Summer,16892,0,0,84.5,Hal Film Maker,manga
Asobi ni Iku yo! OVA,2010,Summer,3151,0,0,27.5,AIC,novel
Astarotte no Omocha! EX,2011,Spring,2116,0,0,11.4,Diomedia,manga
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE! LOVE!,2017,Fall,3947,0,0,25.7,Studio Comet,original
Boku wa Tomodachi ga Sukunai Add On Disc,2011,Fall,12677,0,0,86.2,AIC Build,novel
Brave Witches OVA,2017,Summer,6280,0,0,47.2,Silver Link,original
Brothers Conflict OVA,2013,Summer,9340,0,0,179.7,Brains Base,novel
Buddy Complex Kanketsu-hen -Ano Sora ni Kaeru Mirai de-,2014,Winter,1730,0,0,12.1,Sunrise,original
Code Geass Boukoku no Akito,2013,Winter,29144,0,0,964.4,Sunrise,original
Double Decker! Doug & Kirill Extra,2019,Spring,1067,0,0,10.5,Sunrise,original
Drifters OVA,2017,Fall,5120,0,0,179.2,Hoods Entertainment,manga
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,2016,Fall,4241,0,0,23.5,JC Staff,novel
Eromanga-sensei OVA,2019,Winter,10928,0,0,74.7,A1 Pictures,novel
Fate/Grand Order: First Order,2017,Winter,14299,0,0,168.5,Lay-duce,game
Fate/Grand Order: Moonlight/Lostroom,2018,Fall,2014,0,0,6.3,Lay-duce,game
Futsuu no Joshikousei ga Locodol Yatte Mita. OVA,2016,Winter,2365,0,0,28.9,Feel,manga
GA Geijutsuka Art Design Class OVA,2009,Summer,5690,0,0,38.7,AIC Plus,manga
Girls und Panzer Kore ga Hontou no Anzio-sen Desu!,2014,Summer,69044,0,0,477.3,Actas,original
Girls und Panzer: Heartful Tank Disc,2013,Summer,16548,0,0,99.3,Actas,original
Girls und Panzer: Heartful Tank Disc 2,2017,Winter,11588,0,0,69.0,Actas,original
GJ-bu@,2013,Winter,4057,0,0,27.3,Douga Koubou,novel
Gochuumon wa Usagi Desu ka?? Dear My Sister,2018,Spring,22462,0,0,216.3,production doA,manga
Grisaia no Meikyuu,2015,Spring,3792,0,0,29.9,8bit,visual novel
Gundam Build Fighters Special Disc,2018,Winter,3698,0,0,29.1,Sunrise,original
Hagure Yuusha no Aesthetica Vol. 0 OVA,2012,Summer,1290,0,0,3.1,Arms,novel
Haiyore! Nyaruko-san F,2015,Spring,4727,0,0,27.4,Xebec,novel
Hakuouki Sekkaroku,2011,Summer,14858,0,0,338.8,Studio Deen,visual novel
Hand Shakers EX,2017,Summer,235,0,0,1.4,GoHands,original
Hataraku Saibou Special,2019,Winter,2135,0,0,16.3,David Production,manga
Hetalia The Beautiful World Extra Disc,2014,Winter,4034,0,0,12.1,Studio Deen,manga
Hetalia The World Twinkle Extra Disc,2016,Winter,4699,0,0,18.3,Studio Deen,manga
Hidamari Sketch Sae Hiro Sotsugyou-hen,2013,Fall,17246,0,0,123.2,Shaft,manga
Hidamari Sketch Specials,2007,Winter,9159,0,0,45.8,Shaft,manga
Hidamari Sketch x 365 Fandisc,2008,Summer,8253,0,0,28.7,Shaft,manga
Hidamari Sketch x 365 Specials,2009,Fall,11390,0,0,85.4,Shaft,manga
Hidamari Sketch x Honeycomb Fandisc,2012,Fall,6336,0,0,25.3,Shaft,manga
Hidamari Sketch x SP,2011,Fall,9964,0,0,75.4,Shaft,manga
Hidamari Sketch x ☆☆☆ Fandisc,2009,Fall,8212,0,0,28.5,Shaft,manga
Hidamari Sketch x ☆☆☆ Specials,2010,Fall,11210,0,0,80.1,Shaft,manga
High School Fleet OVA,2017,Spring,13186,0,0,90.4,Production IMS,original
Higurashi no Naku Koro ni Kira,2011,Summer,3373,0,0,97.4,Studio Deen,visual novel
Higurashi no Naku Koro ni Rei,2009,Winter,5954,0,0,224.1,Studio Deen,visual novel
Houkago no Pleiades ONA,2011,Winter,1948,0,0,9.4,Gainax,original
Ichigo Marshmallow encore,2009,Winter,5174,0,0,60.0,Daume,manga
Ichigo Marshmallow OVA,2007,Winter,6415,0,0,111.6,Daume,manga
Ikkitousen Extravaganza Epoch,2015,Winter,2036,0,0,13.8,Arms,manga
Ikkitousen Shuugaku Toushi Keppuuroku,2012,Winter,1866,0,0,13.1,Arms,manga
Ikkitousen Western Wolves,2019,Winter,1317,0,0,9.0,Arms,manga
Infinite Stratos 2 OVA World Purge-hen,2013,Fall,16911,0,0,120.2,8bit,novel
Infinite Stratos OVA,2011,Winter,33547,0,0,292.6,8bit,novel
Jungle wa Itsumo Hare Nochi Guu Deluxe,2002,Summer,2852,0,0,54.2,Shin-Ei Animation,manga
Jungle wa Itsumo Hare Nochi Guu Final,2002,Winter,2889,0,0,76.9,Shin-Ei Animation,manga
K Return of Kings Prelude -Come Back-,2015,Spring,3645,0,0,10.9,GoHands,original
K Return of Kings Prelude -Each of the Bond-,2015,Spring,2939,0,0,8.8,GoHands,original
Kaitou Tenshi Twin Angel Kyun Kyun Tokimeki Paradise!! OVA,2015,Winter,1134,0,0,8.5,JC Staff,pachinko
Kanokon: Manatsu no Ooshanikusai,2009,Fall,4382,0,0,48.0,Xebec,novel
Kidou Senshi Gundam UC,2010,Winter,195063,0,0,8125.0,Sunrise,original
Kimi ga Nozomu Eien: Next Season,2007,Fall,4252,0,0,115.7,Brains Base,visual novel
Kin-iro Mosaic Pretty Days,2017,Winter,7070,0,0,55.8,Studio Gokumi,manga
Kono Naka ni Hitori Imouto ga Iru! OVA,2012,Summer,2130,0,0,14.4,Studio Gokumi,novel
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,2016,Fall,17553,0,0,465.8,Shaft,novel
Kuroko no Basuke Fandisc: Hikari Sasu Basho e,2014,Fall,23736,0,0,63.8,Production IG,manga
Kuroko no Basuke Fandisc: Owaranai Natsu,2012,Fall,44257,0,0,132.8,Production IG,manga
Kuroko no Basuke Winter Cup Soushuuhen,2016,Summer,4535,0,0,61.5,Production IG,manga
Kuroshitsuji Book of Murder,2015,Winter,8095,0,0,108.5,A1 Pictures,manga
Kyousougiga ONA,2013,Fall,1643,0,0,11.5,Toei Animation,original
Love Hina Again,2002,Winter,16180,0,0,184.4,Xebec,manga
Lucky Star OVA,2008,Summer,42342,0,0,245.6,Kyoto Animation,manga
Maria-sama ga Miteru OVA 3rd Season,2006,Fall,6833,0,0,272.4,Studio Deen,novel
Mob Psycho 100: Reigen – Shirarezaru Kiseki no Reinouryokusha,2018,Fall,200,0,0,1.2,Bones,manga
Monster Musume no Iru Nichijou: Hobo Mainichi OO! Namappoi Douga,2016,Winter,3804,0,0,25.9,Seva,manga
Mushishi Tokubetsu-hen Hihamukage,2014,Winter,7531,0,0,58.8,Artland,novel
My-Otome 0: S.ifr,2005,Winter,8168,0,0,171.5,Sunrise,original
My-Otome Zwei,2005,Winter,12408,0,0,347.4,Sunrise,original
Natsume Yuujin-chou Itsuka Yuki no Hi ni,2014,Winter,25661,0,0,173.9,Brains Base,manga
Nekogami Yaoyorozu OVA,2011,Summer,449,0,0,3.1,AIC Plus,manga
Nekomonogatari (Kuro),2013,Winter,57321,0,0,674.3,Shaft,novel
Oda Nobuna no Yabou Soushuuhen,2012,Summer,672,0,0,3.4,Madhouse,novel
Osomatsu-san Kobanashi Atsume,2017,Spring,9606,0,0,41.1,Studio Pierrot,manga
Otome wa Boku ni Koishiteru: Futari no Elder,2012,Summer,1609,0,0,34.9,Feel,visual novel
Pop Team Epic Special,2019,Spring,6401,0,0,30.7,Kamikaze Douga,manga
Queen's Blade: Utsukushiki Toushi-tachi,2010,Summer,4764,0,0,158.7,Arms,other (visual combat book)
Re:Zero kara Hajimeru Isekai Seikatsu: Memory Snow,2019,Spring,13569,0,0,99.2,White Fox,novel
ReLIFE: Kanketsu-hen,2018,Winter,2849,0,0,22.2,TMS Entertainment,manga
Rinne no Lagrange Fandisc,2012,Summer,674,0,0,4.0,Xebec,original
Rozen Maiden Overture,2007,Winter,13053,0,0,78.3,Nomad,manga
Sacred Seven Shirogane no Tsubasa,2012,Spring,1073,0,0,7.3,Sunrise,original
Saishuu Heiki Kanojo Another Love Song,2005,Summer,2930,0,0,39.8,Gonzo,manga
Seitokai Yakuindomo Kaette Kita OVA,2013,Spring,7092,0,0,56.7,GoHands,manga
Seitokai Yakuindomo OVA,2010,Summer,8994,0,0,30.3,GoHands,manga
Seitokai Yakuindomo* OVA,2014,Fall,6822,0,0,103.5,GoHands,manga
Sekai Seifuku: Bouryaku no Zvezda OVA,2014,Winter,3096,0,0,15.2,A1 Pictures,original
Senjuushi: Kijuushi-tachi no Happy Birthday!,2019,Winter,575,0,0,3.6,TMS Entertainment,manga
Senran Kagura Estival Versus -Shoujo-tachi no Sentaku-,2015,Spring,4267,0,0,25.6,Artland,game
Shakugan no Shana S,2009,Fall,7645,0,0,183.4,JC Staff,novel
Shin Tennis no Ouji-sama OVA vs Genius10,2014,Fall,6674,0,0,177.5,Production IG,manga
Shin Tennis no Ouji-sama OVA vs Genius10 Fan Disc,2015,Fall,2090,0,0,6.8,Production IG,manga
Shinmai Maou no Testament Departures,2018,Winter,3611,0,0,33.4,Production IMS,novel
Shukufuku no Campanella OVA,2010,Summer,1977,0,0,12.8,AIC,visual novel
Sister Princess Re Pure Character Discs,2002,Fall,6280,0,0,99.8,Zexcs,novel
Starmyu in Halloween,2018,Fall,2059,0,0,16.0,C-Station,original
Starmyu OVA,2016,Summer,7503,0,0,117.1,C-Station,original
Stratos Four Advance,2005,Winter,3175,0,0,132.3,Studio Fantasia,original
Stratos Four Advance Kanketsu-hen,2006,Fall,2744,0,0,38.4,Studio Fantasia,original
Stratos Four Log Book,2006,Summer,1509,0,0,8.8,Studio Fantasia,original
Stratos Four OVA,2004,Spring,5897,0,0,80.8,Studio Fantasia,original
Strike The Blood II OVA,2016,Fall,10513,0,0,263.7,Silver Link,novel
Strike The Blood III OVA,2018,Fall,8708,0,0,171.7,Connect,novel
Strike The Blood OVA,2013,Spring,13302,0,0,152.2,Silver Link,novel
Strike Witches Operation Victory Arrow,2014,Fall,18909,0,0,313.9,Silver Link,original
Suisei no Gargantia: Meguru Kourou Haruka,2013,Spring,6774,0,0,101.6,Production IG,original
Sword Art Online Extra Edition,2014,Winter,24254,0,0,189.5,A1 Pictures,novel
Tamayura,2010,Fall,5543,0,0,68.8,TYO Animations,original
Tamayura: more aggressive OVA,2013,Summer,3561,0,0,17.5,TYO Animations,original
Tantei Opera Milky Holmes Alternative,2013,Winter,1000,0,0,7.8,JC Staff,original
Tantei Opera Milky Holmes SS OVA,2010,Fall,3271,0,0,29.0,JC Staff,original
THE IDOLM@STER Cinderella Girls -Animation First Set-,2014,Fall,23493,0,0,69.5,A1 Pictures,game
THE IDOLM@STER SideM: Prologue – Episode of Jupiter,2017,Fall,17469,0,0,114.9,A1 Pictures,game
To Aru Kagaku no Railgun OVA,2009,Fall,35277,0,0,200.7,JC Staff,manga
Tokyo Ghoul OVA,2015,Summer,2716,0,0,24.2,Studio Pierrot,manga
Tsukimonogatari,2015,Winter,35587,0,0,467.1,Shaft,novel
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,2005,Summer,2635,0,0,94.5,TNK,manga
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,2006,Summer,2276,0,0,33.6,TNK,manga
UFO Princess Valkyrie Deluxe,2004,Fall,1988,0,0,9.9,TNK,manga
UFO Princess Valkyrie OVA,2003,Summer,4082,0,0,19.6,TNK,manga
UN-GO episode:0 Inga-ron,2011,Fall,3359,0,0,18.3,Bones,original
Utawarerumono (2009 re-release),2006,Spring,251,0,0,1.8,Oriental Light and Magic,visual novel
Utawarerumono OVA,2009,Summer,4575,0,0,107.1,Chaos Project,visual novel
Working!!! SP,2016,Winter,6874,0,0,45.8,A1 Pictures,manga
Yama no Susume OVA: Omoide Present,2018,Winter,2134,0,0,12.4,8bit,manga
Yozakura Quartet -Hoshi no Umi-,2013,Fall,1441,0,0,9.4,Tatsunoko Production,manga
Yuru Yuri Nachuyachumi,2015,Winter,9840,0,0,72.7,TYO Animations,manga
Yuru Yuri Nachuyachumi+,2015,Fall,4918,0,0,36.4,TYO Animations,manga
Yuusha-Ou GaoGaiGar Final,2000,Winter,19083,0,0,844.9,Sunrise,original
Yuyushiki OVA,2017,Winter,10462,0,0,67.3,Kinema Citrus,manga
Zoku Owarimonogatari,2019,Winter,24181,0,0,379.7,Shaft,novel
